run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha,bin
38,1,3,0.000211746234042,na,na,0,0.0138137035696,del,1,neu,86664.8776916,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
38,1,3,0.000134872425457,na,na,0,0,ins,1,neu,86664.8776916,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
38,1,3,0.000133962133784,162.56637499,0.0427188938554,na,0.0162957583352,ins,1,sel,86664.8776916,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
97,1,3,0.000246784035603,121.384386066,0.169140099042,na,0.0205731348708,del,1,sel,86656.3700421,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,40
97,1,3,0.000212238653076,na,na,0,0.0136909361981,del,1,neu,86656.3700421,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,40
97,1,3,0.000152151614849,226.570099233,0.0587955052496,na,0.0146483674475,ins,1,sel,86656.3700421,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,40
97,1,3,0.000135228864187,na,na,0,0,ins,1,neu,86656.3700421,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,40
221,1,3,0.000218792906722,na,na,0,0.0457626020721,del,1,neu,86647.6151106,r_19,500,True,indel_continuous_1class,30,NA,47
221,1,3,0.00019933948146,12.036251014,0.175202568988,na,0.0492812280682,del,1,sel,86647.6151106,r_19,500,True,indel_continuous_1class,30,NA,47
221,1,3,0.000168721087457,284.574090214,0.0539679734351,na,0.0658892111498,ins,1,sel,86647.6151106,r_19,500,True,indel_continuous_1class,30,NA,47
221,1,3,0.000145968705687,na,na,0,0.0751667827959,ins,1,neu,86647.6151106,r_19,500,True,indel_continuous_1class,30,NA,47
