run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha
61,1,3,0.000212628871663,na,na,0,0.0134858519858,del,1,neu,87457.5132929,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
61,1,3,0.000161281021806,148.900250642,0.0231862089075,na,0.00340441009802,ins,1,sel,87457.5132929,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
61,1,3,0.000135549909625,na,na,0,0,ins,1,neu,87457.5132929,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
205,1,3,0.000303073568114,67.7990500894,0.186365212259,na,0.0288252268678,del,1,sel,87399.7672225,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
205,1,3,0.00021231806339,na,na,0,0.0137387073002,del,1,neu,87399.7672225,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
205,1,3,0.000171923763756,146.823307835,0.0606536926093,na,0.014289606011,ins,1,sel,87399.7672225,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
205,1,3,0.000135262393705,na,na,0,0,ins,1,neu,87399.7672225,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
20,1,3,0.00028106300125,208.166359228,0.101246885137,na,0.049976281112,del,1,sel,87099.8139236,r_19,500,True,indel_continuous_1class,30,NA
20,1,3,0.000219109394444,na,na,0,0.0454060614331,del,1,neu,87099.8139236,r_19,500,True,indel_continuous_1class,30,NA
20,1,3,0.000195735452848,383.162261804,0.0537496663849,na,0.0690114706408,ins,1,sel,87099.8139236,r_19,500,True,indel_continuous_1class,30,NA
20,1,3,0.000146153290936,na,na,0,0.0745320981262,ins,1,neu,87099.8139236,r_19,500,True,indel_continuous_1class,30,NA
