run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha
354,1,3,0.00028358420152,147.511082607,0.112415020717,na,0.0226194830849,del,1,sel,87093.2722721,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
354,1,3,0.000212828888864,na,na,0,0.0136529502584,del,1,neu,87093.2722721,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
354,1,3,0.000193931143181,225.154045084,0.068061983343,na,0.0281088422883,ins,1,sel,87093.2722721,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
354,1,3,0.000135618414323,na,na,0,0,ins,1,neu,87093.2722721,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
384,1,3,0.000288567424482,136.391985782,0.110348123586,na,0.0258190082543,del,1,sel,86979.2050844,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
384,1,3,0.00021237788314,na,na,0,0.0135720223681,del,1,neu,86979.2050844,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
384,1,3,0.000179063445598,202.501969474,0.0323387548866,na,0.0295447596825,ins,1,sel,86979.2050844,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
384,1,3,0.000135359239664,na,na,0,0,ins,1,neu,86979.2050844,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
83,1,3,0.000290872502125,1477.64328972,0.0493183696808,na,0.0148223698949,del,1,sel,86277.4736404,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA
83,1,3,0.000212051264872,na,na,0,0.013573805278,del,1,neu,86277.4736404,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA
83,1,3,0.000153730796379,0.104513002689,0.001,na,0.0418480496885,ins,1,sel,86277.4736404,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA
83,1,3,0.000135150347761,na,na,0,0,ins,1,neu,86277.4736404,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA
196,1,3,0.000339456446882,99.6045136085,0.255114381202,na,0.0177320322652,del,1,sel,86178.746087,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA
196,1,3,0.000210925351561,na,na,0,0.0136940416445,del,1,neu,86178.746087,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA
196,1,3,0.000154379534116,0.1,0.001,na,0.0658728539407,ins,1,sel,86178.746087,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA
196,1,3,0.000134390644439,na,na,0,0,ins,1,neu,86178.746087,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA
78,1,3,0.000254903789433,82.2467334838,0.101367796277,na,0.00987722613751,del,1,sel,86136.159544,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
78,1,3,0.000211871142673,na,na,0,0.0137497062862,del,1,neu,86136.159544,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
78,1,3,0.000159154283945,0.106380697419,0.00101043508757,na,0.0137703559151,ins,1,sel,86136.159544,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
78,1,3,0.000134974028809,na,na,0,0,ins,1,neu,86136.159544,neu_ins_e_1,500,True,indel_continuous_1class,30,NA
