run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
30,1,3,0.00050687980415,105.449876743,1.05058890223,na,0.061665261577,ins,1,sel,39908.0451511,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,11
30,1,3,1e-10,na,na,0,0.0517906147095,ins,1,neu,39908.0451511,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,11
30,1,3,1e-10,na,na,0,0.00493264135649,del,1,neu,39908.0451511,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,11
221,1,3,0.000230777015911,2900.02546645,0.0222266628471,na,0.0384660472504,del,1,sel,35996.8158123,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,12
221,1,3,0.000179699825468,526.392770572,0.055352502475,na,0.0654530712234,ins,1,sel,35996.8158123,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,12
221,1,3,1e-10,na,na,0,0.102365021825,del,1,neu,35996.8158123,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,12
221,1,3,1e-10,na,na,0,0.0432947927809,ins,1,neu,35996.8158123,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,12
400,1,3,0.000270997803246,1.03401303842,7.58179098294,na,0.0175386077829,del,1,sel,33547.3745239,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,13
400,1,3,0.000210598716985,5000,0.0576229038567,na,0.00231851853638,ins,1,sel,33547.3745239,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,13
400,1,3,1e-10,na,na,0,0.477157022323,ins,1,neu,33547.3745239,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,13
400,1,3,1e-10,na,na,0,0.0684034079568,del,1,neu,33547.3745239,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,13
497,1,3,0.000297281537226,0.506051090936,16.3916483223,na,0.0551992599842,del,1,sel,30941.9260881,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,14
