run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
335,1,3,0.000211858933486,na,na,0,0.0137672793996,del,1,neu,101308.237583,neu_ins_e_1,500,True,indel_continuous_1class,30,19
335,1,3,0.000145057170703,14.4142605631,0.102076177661,na,0.0149719162026,ins,1,sel,101308.237583,neu_ins_e_1,500,True,indel_continuous_1class,30,19
335,1,3,0.000134959927292,na,na,0,0,ins,1,neu,101308.237583,neu_ins_e_1,500,True,indel_continuous_1class,30,19
307,1,3,0.000262914148381,103.160444688,0.15988239154,na,0.0260524133423,del,1,sel,100903.380296,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,20
307,1,3,0.000211668891191,na,na,0,0.0135349602557,del,1,neu,100903.380296,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,20
307,1,3,0.000137911248542,0.1,5.94958087354,na,0.0200083283118,ins,1,sel,100903.380296,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,20
307,1,3,0.000134920935111,na,na,0,0,ins,1,neu,100903.380296,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,20
458,1,3,0.000282956690473,95.8011290336,0.204790677792,na,0.0313655671896,del,1,sel,99927.6657113,neu_ins_e_1,500,True,indel_continuous_1class,30,21
458,1,3,0.000212410892227,na,na,0,0.0136985145227,del,1,neu,99927.6657113,neu_ins_e_1,500,True,indel_continuous_1class,30,21
458,1,3,0.000158070518831,145.33529813,0.0768687974286,na,0.00875103924161,ins,1,sel,99927.6657113,neu_ins_e_1,500,True,indel_continuous_1class,30,21
458,1,3,0.000135335386068,na,na,0,0,ins,1,neu,99927.6657113,neu_ins_e_1,500,True,indel_continuous_1class,30,21
8,1,3,0.000281193966204,117.119761046,0.193888690087,na,0.014599062621,del,1,sel,99434.9541491,neu_ins_e_1,500,True,indel_continuous_1class,30,22
8,1,3,0.000212992742618,na,na,0,0.0134294159237,del,1,neu,99434.9541491,neu_ins_e_1,500,True,indel_continuous_1class,30,22
8,1,3,0.000141329036203,121.201069225,0.00393574077109,na,0.03631681363,ins,1,sel,99434.9541491,neu_ins_e_1,500,True,indel_continuous_1class,30,22
8,1,3,0.000135801941888,na,na,0,0,ins,1,neu,99434.9541491,neu_ins_e_1,500,True,indel_continuous_1class,30,22
268,1,3,0.000238094576575,21.5059007673,0.234207249567,na,0.0120133245096,del,1,sel,98567.5092158,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
268,1,3,0.000211396177675,na,na,0,0.0135493036547,del,1,neu,98567.5092158,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
268,1,3,0.000134741419715,na,na,0,0,ins,1,neu,98567.5092158,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
268,1,3,0.000132182727697,0.1,0.001,na,0.0189047461622,ins,1,sel,98567.5092158,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
411,1,3,0.000278019358954,128.090961544,0.170547097822,na,0.0216562457109,del,1,sel,98149.0349047,neu_ins_e_1,500,True,indel_continuous_1class,30,24
411,1,3,0.000212186557119,na,na,0,0.0136545539425,del,1,neu,98149.0349047,neu_ins_e_1,500,True,indel_continuous_1class,30,24
411,1,3,0.000150215597293,6.53052049248,0.175813836654,na,0.0254138515871,ins,1,sel,98149.0349047,neu_ins_e_1,500,True,indel_continuous_1class,30,24
411,1,3,0.000135208476637,na,na,0,0,ins,1,neu,98149.0349047,neu_ins_e_1,500,True,indel_continuous_1class,30,24
361,1,3,0.000244424166248,128.689357653,0.10850550331,na,0.0206839170255,del,1,sel,97397.3109873,neu_ins_e_1,500,True,indel_continuous_1class,30,25
361,1,3,0.000212339781394,na,na,0,0.0135529773782,del,1,neu,97397.3109873,neu_ins_e_1,500,True,indel_continuous_1class,30,25
361,1,3,0.000163885631173,86.1049228907,0.102987719321,na,0.0129317117614,ins,1,sel,97397.3109873,neu_ins_e_1,500,True,indel_continuous_1class,30,25
361,1,3,0.000135341472736,na,na,0,0,ins,1,neu,97397.3109873,neu_ins_e_1,500,True,indel_continuous_1class,30,25
290,1,3,0.00026915577894,149.396031619,0.149837042528,na,0.0275019771935,del,1,sel,96836.2322453,neu_ins_e_1,500,True,indel_continuous_1class,30,26
