run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha,bin
435,1,3,9.17727175654e-05,2.27531309964,0.001,na,4.4408920985e-18,ins,1,sel,82105.4058898,sel_del_scale|sel_ins_shape,500,True,indel_continuous_1class,30,NA,40
478,1,3,0.000218777109216,na,na,0,0.0455654690236,del,1,neu,82104.8661072,sel_del_scale|sel_ins_e|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,35
478,1,3,0.00014593619206,na,na,0,0.074795245376,ins,1,neu,82104.8661072,sel_del_scale|sel_ins_e|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,35
478,1,3,9.58751320752e-05,0.1,64.0592929432,na,0,ins,1,sel,82104.8661072,sel_del_scale|sel_ins_e|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,35
478,1,3,8.72437775224e-05,0.1,165.615634383,na,0,del,1,sel,82104.8661072,sel_del_scale|sel_ins_e|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,35
208,1,3,0.000218835591289,na,na,0,0.0455699748455,del,1,neu,82101.1665014,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,38
208,1,3,0.000145976430822,na,na,0,0.0748009457342,ins,1,neu,82101.1665014,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,38
208,1,3,8.87502811208e-05,5000,0.00863820039797,na,0.166663158131,ins,1,sel,82101.1665014,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,38
208,1,3,9.8277903963e-07,1067.00627855,117.064448022,na,0.178617103956,del,1,sel,82101.1665014,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,38
225,1,3,0.000218882893685,na,na,0,0.0456176201722,del,1,neu,82099.081259,r_19,500,True,indel_continuous_1class,30,NA,32
225,1,3,0.000146011270172,na,na,0,0.0748825933624,ins,1,neu,82099.081259,r_19,500,True,indel_continuous_1class,30,NA,32
225,1,3,0.000142642851531,332.402931622,0.0243906637641,na,2.22044604925e-18,del,1,sel,82099.081259,r_19,500,True,indel_continuous_1class,30,NA,32
225,1,3,9.5362926963e-05,1134.54239532,0.0294266774684,na,2.22044604925e-18,ins,1,sel,82099.081259,r_19,500,True,indel_continuous_1class,30,NA,32
408,1,3,0.00021865539026,na,na,0,0.0455981902159,del,1,neu,82097.5451237,r_19|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,33
408,1,3,0.000156031983134,5000,0.0107165616614,na,0.0483927416439,ins,1,sel,82097.5451237,r_19|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,33
408,1,3,0.000145856462017,na,na,0,0.0748431340656,ins,1,neu,82097.5451237,r_19|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,33
408,1,3,0.000143764303284,7.636403308,0.392998895724,na,0,del,1,sel,82097.5451237,r_19|sel_del_e|sel_ins_scale,500,True,indel_continuous_1class,30,NA,33
469,1,3,0.000218770733169,na,na,0,0.0455628102745,del,1,neu,82096.9849516,sel_ins_e|sel_del_e,500,True,indel_continuous_1class,30,NA,36
469,1,3,0.000145928640652,na,na,0,0.0747886729183,ins,1,neu,82096.9849516,sel_ins_e|sel_del_e,500,True,indel_continuous_1class,30,NA,36
469,1,3,4.8762511342e-05,0.171457020512,0.00194852787917,na,0,ins,1,sel,82096.9849516,sel_ins_e|sel_del_e,500,True,indel_continuous_1class,30,NA,36
469,1,3,3.24856454956e-05,2.27681856711,0.00135980069648,na,0,del,1,sel,82096.9849516,sel_ins_e|sel_del_e,500,True,indel_continuous_1class,30,NA,36
