run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha,window,rec_rate,callable,n_ins,theta_ins,pi_ins,tajd_ins,n_del,theta_del,pi_del,tajd_del
309,1,3,0.000333225942733,12.4983396306,0.0918103918123,na,0.0561056589012,del,1,sel,90240.3181474,,500,True,indel_continuous_1class,30,NA,257,0.56225150559,1466108,914,0.000175722951654,0.000160137552874,-0.371434842791,1290,0.000248011605727,0.000227333004691,-0.349419052521
309,1,3,0.000218723588892,na,na,0,0.0453255290608,del,1,neu,90240.3181474,,500,True,indel_continuous_1class,30,NA,257,0.56225150559,1466108,914,0.000175722951654,0.000160137552874,-0.371434842791,1290,0.000248011605727,0.000227333004691,-0.349419052521
309,1,3,0.000217696994474,5.17095465506,0.174572086212,na,0.0353186260145,ins,1,sel,90240.3181474,,500,True,indel_continuous_1class,30,NA,257,0.56225150559,1466108,914,0.000175722951654,0.000160137552874,-0.371434842791,1290,0.000248011605727,0.000227333004691,-0.349419052521
309,1,3,0.00014578905592,na,na,0,0.0740340977746,ins,1,neu,90240.3181474,,500,True,indel_continuous_1class,30,NA,257,0.56225150559,1466108,914,0.000175722951654,0.000160137552874,-0.371434842791,1290,0.000248011605727,0.000227333004691,-0.349419052521
8,1,3,0.000403655634456,106.38674285,0.0942614423013,na,0.0308628066912,del,1,sel,90215.5640916,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,271,0.762795401828,1314291,941,0.000201811702829,0.000193440297548,-0.173730136566,1282,0.000274944317776,0.000246849121654,-0.428233001869
8,1,3,0.000221818143759,0.1,0.001,na,0.00608097571527,ins,1,sel,90215.5640916,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,271,0.762795401828,1314291,941,0.000201811702829,0.000193440297548,-0.173730136566,1282,0.000274944317776,0.000246849121654,-0.428233001869
8,1,3,0.000211296232618,na,na,0,0.0136591075026,del,1,neu,90215.5640916,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,271,0.762795401828,1314291,941,0.000201811702829,0.000193440297548,-0.173730136566,1282,0.000274944317776,0.000246849121654,-0.428233001869
8,1,3,0.000134639370486,na,na,0,0,ins,1,neu,90215.5640916,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,271,0.762795401828,1314291,941,0.000201811702829,0.000193440297548,-0.173730136566,1282,0.000274944317776,0.000246849121654,-0.428233001869
84,1,3,0.000315420362381,5.8089642768,0.20596953865,na,0.0196564265329,del,1,sel,90214.4211821,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,94,0.057048274145,1408260,977,0.000195550971233,0.000180031797358,-0.332406187726,1235,0.000247190838765,0.000223224329837,-0.406290701869
84,1,3,0.000233459412449,2.11112014734,0.236677785958,na,0.017759197073,ins,1,sel,90214.4211821,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,94,0.057048274145,1408260,977,0.000195550971233,0.000180031797358,-0.332406187726,1235,0.000247190838765,0.000223224329837,-0.406290701869
