run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,window,rec_rate,callable,n_ins,theta_ins,pi_ins,tajd_ins,n_del,theta_del,pi_del,tajd_del
84,1,3,0.0002437601531,na,na,-0.965186265946,0.0525505653913,del,1,sel,85088.5854731,,500,True,indel_discrete_1class,28,119,1.26872776246,1573064,731,0.000130984299584,0.000118049869554,-0.413295155017,1008,0.000180618569057,0.000156228795991,-0.565634459428
97,1,3,0.000159496531638,na,na,0,0.00265422476365,ins,1,neu,86211.7918451,sel_del_e_1,500,True,indel_discrete_1class,28,120,1.16887032418,1493886,823,0.000155285403658,0.000141876534368,-0.361525918195,1158,0.00021849392155,0.000195174478543,-0.447189816833
97,1,3,0.000254475950968,na,na,0,0.0139339018089,del,1,neu,86211.7918451,sel_del_e_1,500,True,indel_discrete_1class,28,120,1.16887032418,1493886,823,0.000155285403658,0.000141876534368,-0.361525918195,1158,0.00021849392155,0.000195174478543,-0.447189816833
97,1,3,0.000184043002753,na,na,-0.178663142049,0.00343080820502,ins,1,sel,86211.7918451,sel_del_e_1,500,True,indel_discrete_1class,28,120,1.16887032418,1493886,823,0.000155285403658,0.000141876534368,-0.361525918195,1158,0.00021849392155,0.000195174478543,-0.447189816833
97,1,3,0.000275948226697,na,na,-0.740078645878,0,del,1,sel,86211.7918451,sel_del_e_1,500,True,indel_discrete_1class,28,120,1.16887032418,1493886,823,0.000155285403658,0.000141876534368,-0.361525918195,1158,0.00021849392155,0.000195174478543,-0.447189816833
302,1,3,0.000158417302309,na,na,0,0,ins,1,neu,86407.2300412,neu_ins_e_1,500,True,indel_discrete_1class,28,121,1.07359966502,1792830,858,0.000134895180771,0.000121134566139,-0.427136362856,1178,0.000185205737702,0.000165069808773,-0.455558669701
302,1,3,0.000253166034194,na,na,0,0.0128917602996,del,1,neu,86407.2300412,neu_ins_e_1,500,True,indel_discrete_1class,28,121,1.07359966502,1792830,858,0.000134895180771,0.000121134566139,-0.427136362856,1178,0.000185205737702,0.000165069808773,-0.455558669701
302,1,3,0.000162679821969,na,na,-0.681964308072,0.0196567378573,ins,1,sel,86407.2300412,neu_ins_e_1,500,True,indel_discrete_1class,28,121,1.07359966502,1792830,858,0.000134895180771,0.000121134566139,-0.427136362856,1178,0.000185205737702,0.000165069808773,-0.455558669701
302,1,3,0.000241632190089,na,na,-0.820815478667,0.0384027104986,del,1,sel,86407.2300412,neu_ins_e_1,500,True,indel_discrete_1class,28,121,1.07359966502,1792830,858,0.000134895180771,0.000121134566139,-0.427136362856,1178,0.000185205737702,0.000165069808773,-0.455558669701
436,1,3,0.000171861489646,na,na,0,0.0767654843373,ins,1,neu,87024.6675098,r_19,500,True,indel_discrete_1class,28,122,0.984642536356,1516601,915,0.000170058370538,0.000159487529923,-0.260318997108,1247,0.000231762609902,0.00020706969418,-0.446478875956
436,1,3,0.000261777718648,na,na,0,0.0446012538925,del,1,neu,87024.6675098,r_19,500,True,indel_discrete_1class,28,122,0.984642536356,1516601,915,0.000170058370538,0.000159487529923,-0.260318997108,1247,0.000231762609902,0.00020706969418,-0.446478875956
436,1,3,0.000205159230955,na,na,0.184296291332,0.0606731065159,ins,1,sel,87024.6675098,r_19,500,True,indel_discrete_1class,28,122,0.984642536356,1516601,915,0.000170058370538,0.000159487529923,-0.260318997108,1247,0.000231762609902,0.00020706969418,-0.446478875956
436,1,3,0.000315000921675,na,na,-1.12725355946,0.0343758982801,del,1,sel,87024.6675098,r_19,500,True,indel_discrete_1class,28,122,0.984642536356,1516601,915,0.000170058370538,0.000159487529923,-0.260318997108,1247,0.000231762609902,0.00020706969418,-0.446478875956
305,1,3,0.00015885352261,na,na,0,0.000805438654865,ins,1,neu,84740.9159085,,500,True,indel_discrete_1class,28,123,0.897969762588,1384330,704,0.000143344583099,0.000127091692086,-0.474495008174,941,0.000191601211216,0.000165286114088,-0.575214555813
305,1,3,0.000253857823286,na,na,0,0.0133823117844,del,1,neu,84740.9159085,,500,True,indel_discrete_1class,28,123,0.897969762588,1384330,704,0.000143344583099,0.000127091692086,-0.474495008174,941,0.000191601211216,0.000165286114088,-0.575214555813
305,1,3,0.000188739803405,na,na,-0.822450896795,0.0621028417219,ins,1,sel,84740.9159085,,500,True,indel_discrete_1class,28,123,0.897969762588,1384330,704,0.000143344583099,0.000127091692086,-0.474495008174,941,0.000191601211216,0.000165286114088,-0.575214555813
305,1,3,0.000270732120955,na,na,-1.79741987778,0.0245322090166,del,1,sel,84740.9159085,,500,True,indel_discrete_1class,28,123,0.897969762588,1384330,704,0.000143344583099,0.000127091692086,-0.474495008174,941,0.000191601211216,0.000165286114088,-0.575214555813
405,1,3,0.00015983344721,na,na,0,0.00345799169767,ins,1,neu,85208.2020365,,500,True,indel_discrete_1class,28,124,0.818399237556,1436798,745,0.000146153363804,0.000132527877596,-0.39021138132,1017,0.000199514055018,0.000171536401007,-0.587403689845
405,1,3,0.000254894528423,na,na,0,0.0142574151944,del,1,neu,85208.2020365,,500,True,indel_discrete_1class,28,124,0.818399237556,1436798,745,0.000146153363804,0.000132527877596,-0.39021138132,1017,0.000199514055018,0.000171536401007,-0.587403689845
405,1,3,0.000175200542478,na,na,-0.171155393717,0.0517955071831,ins,1,sel,85208.2020365,,500,True,indel_discrete_1class,28,124,0.818399237556,1436798,745,0.000146153363804,0.000132527877596,-0.39021138132,1017,0.000199514055018,0.000171536401007,-0.587403689845
405,1,3,0.00027366106209,na,na,-1.43091092016,0.028411983958,del,1,sel,85208.2020365,,500,True,indel_discrete_1class,28,124,0.818399237556,1436798,745,0.000146153363804,0.000132527877596,-0.39021138132,1017,0.000199514055018,0.000171536401007,-0.587403689845
453,1,3,0.000159372538021,na,na,0,0,ins,1,neu,85076.448802,neu_ins_e_1,500,True,indel_discrete_1class,28,125,0.746576366548,1505346,717,0.000134255188957,0.000115874741719,-0.572969920401,991,0.000185560519186,0.000156372512925,-0.658859965053
453,1,3,0.000254756402948,na,na,0,0.012983958069,del,1,neu,85076.448802,neu_ins_e_1,500,True,indel_discrete_1class,28,125,0.746576366548,1505346,717,0.000134255188957,0.000115874741719,-0.572969920401,991,0.000185560519186,0.000156372512925,-0.658859965053
453,1,3,0.000184633754858,na,na,-1.42779216676,0.0554995544765,ins,1,sel,85076.448802,neu_ins_e_1,500,True,indel_discrete_1class,28,125,0.746576366548,1505346,717,0.000134255188957,0.000115874741719,-0.572969920401,991,0.000185560519186,0.000156372512925,-0.658859965053
453,1,3,0.000267640150663,na,na,-1.70454403271,0.0444826487751,del,1,sel,85076.448802,neu_ins_e_1,500,True,indel_discrete_1class,28,125,0.746576366548,1505346,717,0.000134255188957,0.000115874741719,-0.572969920401,991,0.000185560519186,0.000156372512925,-0.658859965053
382,1,3,0.000158151165722,na,na,0,0,ins,1,neu,85339.9111374,neu_ins_e_1,500,True,indel_discrete_1class,28,126,0.676385180594,1437764,772,0.000151348441278,0.00013533807393,-0.44281751682,1005,0.000197027439747,0.000169645732064,-0.582132020859
382,1,3,0.000252784193722,na,na,0,0.0129535158834,del,1,neu,85339.9111374,neu_ins_e_1,500,True,indel_discrete_1class,28,126,0.676385180594,1437764,772,0.000151348441278,0.00013533807393,-0.44281751682,1005,0.000197027439747,0.000169645732064,-0.582132020859
382,1,3,0.000193868850512,na,na,-0.893226367818,0.0319558776021,ins,1,sel,85339.9111374,neu_ins_e_1,500,True,indel_discrete_1class,28,126,0.676385180594,1437764,772,0.000151348441278,0.00013533807393,-0.44281751682,1005,0.000197027439747,0.000169645732064,-0.582132020859
382,1,3,0.000277223258223,na,na,-1.60602717862,0.0250995248577,del,1,sel,85339.9111374,neu_ins_e_1,500,True,indel_discrete_1class,28,126,0.676385180594,1437764,772,0.000151348441278,0.00013533807393,-0.44281751682,1005,0.000197027439747,0.000169645732064,-0.582132020859
62,1,3,0.000162766768702,na,na,0,0.0259608266885,ins,1,neu,85785.5382723,,500,True,indel_discrete_1class,28,127,0.616592812995,1532761,824,0.000151530838885,0.000142426159824,-0.251560781305,1087,0.000199895657607,0.000180935957365,-0.39736295763
62,1,3,0.000255991687885,na,na,0,0.0232707010067,del,1,neu,85785.5382723,,500,True,indel_discrete_1class,28,127,0.616592812995,1532761,824,0.000151530838885,0.000142426159824,-0.251560781305,1087,0.000199895657607,0.000180935957365,-0.39736295763
62,1,3,0.000175195788644,na,na,0.164096303448,0.024600030788,ins,1,sel,85785.5382723,,500,True,indel_discrete_1class,28,127,0.616592812995,1532761,824,0.000151530838885,0.000142426159824,-0.251560781305,1087,0.000199895657607,0.000180935957365,-0.39736295763
62,1,3,0.000246963108224,na,na,-0.511003580435,0.0135105580622,del,1,sel,85785.5382723,,500,True,indel_discrete_1class,28,127,0.616592812995,1532761,824,0.000151530838885,0.000142426159824,-0.251560781305,1087,0.000199895657607,0.000180935957365,-0.39736295763
383,1,3,0.000159550117816,na,na,0,2.22044604925e-18,ins,1,neu,86965.4379569,,500,True,indel_discrete_1class,28,128,0.56016809741,1676374,907,0.000152505191515,0.000132183792927,-0.558025606439,1197,0.000201266498615,0.000168716276289,-0.677676476952
383,1,3,0.000254942185656,na,na,0,0.0128349467506,del,1,neu,86965.4379569,,500,True,indel_discrete_1class,28,128,0.56016809741,1676374,907,0.000152505191515,0.000132183792927,-0.558025606439,1197,0.000201266498615,0.000168716276289,-0.677676476952
383,1,3,0.000203379417477,na,na,-1.24244181451,0.0313201022103,ins,1,sel,86965.4379569,,500,True,indel_discrete_1class,28,128,0.56016809741,1676374,907,0.000152505191515,0.000132183792927,-0.558025606439,1197,0.000201266498615,0.000168716276289,-0.677676476952
383,1,3,0.000295493384563,na,na,-1.78917308125,0.0337084318645,del,1,sel,86965.4379569,,500,True,indel_discrete_1class,28,128,0.56016809741,1676374,907,0.000152505191515,0.000132183792927,-0.558025606439,1197,0.000201266498615,0.000168716276289,-0.677676476952
170,1,3,0.000159778696893,na,na,0,0,ins,1,neu,86927.3989644,neu_ins_e_1,500,True,indel_discrete_1class,28,129,0.511038494167,1769974,853,0.000135840853528,0.00012502116445,-0.333505511602,1264,0.000201292894326,0.000170891597397,-0.632915711478
170,1,3,0.000255364959136,na,na,0,0.0129263638804,del,1,neu,86927.3989644,neu_ins_e_1,500,True,indel_discrete_1class,28,129,0.511038494167,1769974,853,0.000135840853528,0.00012502116445,-0.333505511602,1264,0.000201292894326,0.000170891597397,-0.632915711478
170,1,3,0.0001660494989,na,na,-0.223568301538,0.0515907577764,ins,1,sel,86927.3989644,neu_ins_e_1,500,True,indel_discrete_1class,28,129,0.511038494167,1769974,853,0.000135840853528,0.00012502116445,-0.333505511602,1264,0.000201292894326,0.000170891597397,-0.632915711478
170,1,3,0.000286942011315,na,na,-1.76975856085,0.0182802931371,del,1,sel,86927.3989644,neu_ins_e_1,500,True,indel_discrete_1class,28,129,0.511038494167,1769974,853,0.000135840853528,0.00012502116445,-0.333505511602,1264,0.000201292894326,0.000170891597397,-0.632915711478
291,1,3,0.00017112910524,na,na,0,0.0766414930574,ins,1,neu,85285.2963827,,500,True,indel_discrete_1class,28,12,7.49170206709,1371989,812,0.000166822128165,0.000161463623826,-0.134478285194,1009,0.000207294984382,0.000191730860509,-0.314504830022
291,1,3,0.00026066543524,na,na,0,0.0445260299362,del,1,neu,85285.2963827,,500,True,indel_discrete_1class,28,12,7.49170206709,1371989,812,0.000166822128165,0.000161463623826,-0.134478285194,1009,0.000207294984382,0.000191730860509,-0.314504830022
291,1,3,0.00019966722814,na,na,0.198685430589,0.0685014841961,ins,1,sel,85285.2963827,,500,True,indel_discrete_1class,28,12,7.49170206709,1371989,812,0.000166822128165,0.000161463623826,-0.134478285194,1009,0.000207294984382,0.000191730860509,-0.314504830022
