run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha,window
364,1,3,0.000134830531141,na,na,0,0.00646425617309,ins,1,neu,89025.8988584,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,171
96,1,3,0.000211914025391,na,na,0,0.0140385634011,del,1,neu,89012.7821084,sel_ins_shape,500,True,indel_continuous_1class,30,NA,76
96,1,3,0.000203905992596,115.642907031,0.0405584982546,na,0.0340300624324,del,1,sel,89012.7821084,sel_ins_shape,500,True,indel_continuous_1class,30,NA,76
96,1,3,0.000140484715426,0.113771312385,0.001,na,0.0222813430006,ins,1,sel,89012.7821084,sel_ins_shape,500,True,indel_continuous_1class,30,NA,76
96,1,3,0.000135112491561,na,na,0,0.000950732200259,ins,1,neu,89012.7821084,sel_ins_shape,500,True,indel_continuous_1class,30,NA,76
385,1,3,0.000337982477471,311.88897908,0.0958916046542,na,0.0198159726339,del,1,sel,89006.1448555,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,93
385,1,3,0.000232192213633,139.81332407,0.0782048084068,na,0.0217036920685,ins,1,sel,89006.1448555,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,93
385,1,3,0.000212301986832,na,na,0,0.0137082813801,del,1,neu,89006.1448555,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,93
385,1,3,0.000135263516687,na,na,0,0,ins,1,neu,89006.1448555,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,93
46,1,3,0.000373380486703,199.090540296,0.176165450234,na,0.0174641345907,del,1,sel,89002.0733945,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,370
46,1,3,0.000211593412893,na,na,0,0.0138108956522,del,1,neu,89002.0733945,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,370
46,1,3,0.000165663431561,2.97739511536,0.155972813923,na,0.00521124946672,ins,1,sel,89002.0733945,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,370
46,1,3,0.000134775407636,na,na,0,0,ins,1,neu,89002.0733945,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,370
37,1,3,0.000325465175639,25.9471345018,0.179910592196,na,0.0280871496747,del,1,sel,88997.6397599,sel_ins_e,500,True,indel_continuous_1class,30,NA,303
37,1,3,0.000211562784432,na,na,0,0.0139672046043,del,1,neu,88997.6397599,sel_ins_e,500,True,indel_continuous_1class,30,NA,303
37,1,3,0.000195085046571,120.324432713,0.0509910923253,na,0,ins,1,sel,88997.6397599,sel_ins_e,500,True,indel_continuous_1class,30,NA,303
37,1,3,0.000134893454811,na,na,0,0.000859571576861,ins,1,neu,88997.6397599,sel_ins_e,500,True,indel_continuous_1class,30,NA,303
414,1,3,0.000304959189523,119.938494444,0.0987600787172,na,0.0239212314968,del,1,sel,88994.8688292,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,218
414,1,3,0.000212001702871,na,na,0,0.0135901634994,del,1,neu,88994.8688292,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,218
414,1,3,0.000185408222265,121.383599654,0.0299940105708,na,0.0029455909897,ins,1,sel,88994.8688292,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,218
414,1,3,0.000135112074795,na,na,0,0,ins,1,neu,88994.8688292,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,218
297,1,3,0.00031957246447,79.772940173,0.100063670746,na,0.0173071368545,del,1,sel,88991.9381238,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,308
297,1,3,0.000211273067687,na,na,0,0.0134060514999,del,1,neu,88991.9381238,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,308
297,1,3,0.00018028453923,0.1,0.001,na,0.0162296423962,ins,1,sel,88991.9381238,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,308
297,1,3,0.000134713529367,na,na,0,0,ins,1,neu,88991.9381238,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,308
457,1,3,0.000269815365123,0.1,0.001,na,0.0141748909522,del,1,sel,88972.9658773,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,37
457,1,3,0.000210549660806,na,na,0,0.0138721069684,del,1,neu,88972.9658773,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,37
457,1,3,0.000180784636889,0.1,0.001,na,0.0097983860112,ins,1,sel,88972.9658773,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,37
457,1,3,0.000134216774786,na,na,0,0.000572683639419,ins,1,neu,88972.9658773,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,37
304,1,3,0.000306697872176,142.641463965,0.0970857817061,na,0.0333789410812,del,1,sel,88937.2590344,,500,True,indel_continuous_1class,30,NA,248
304,1,3,0.000219907544252,224.888848958,0.0997208684926,na,2.22044604925e-18,ins,1,sel,88937.2590344,,500,True,indel_continuous_1class,30,NA,248
304,1,3,0.000212869779677,na,na,0,0.0149154180299,del,1,neu,88937.2590344,,500,True,indel_continuous_1class,30,NA,248
304,1,3,0.000135934295127,na,na,0,0.00326304425445,ins,1,neu,88937.2590344,,500,True,indel_continuous_1class,30,NA,248
354,1,3,0.000368033637205,110.898671677,0.158473699254,na,0.0447617515128,del,1,sel,88917.9752125,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,320
354,1,3,0.000211941559228,na,na,0,0.0134867896701,del,1,neu,88917.9752125,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,320
354,1,3,0.000184831880051,8.76506779665,0.217409879055,na,0.022227123697,ins,1,sel,88917.9752125,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,320
354,1,3,0.000135110612231,na,na,0,0,ins,1,neu,88917.9752125,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,320
105,1,3,0.000335513393743,47.2970074897,0.202107678777,na,0.0230832779238,del,1,sel,88912.6993357,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,291
105,1,3,0.000211750744296,na,na,0,0.0135203021493,del,1,neu,88912.6993357,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,291
105,1,3,0.000211014960127,123.127172182,0.0859378131618,na,0.0157889230328,ins,1,sel,88912.6993357,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,291
105,1,3,0.00013497755772,na,na,0,0,ins,1,neu,88912.6993357,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,291
89,1,3,0.000328439935584,128.603672522,0.0981437256776,na,0.0221370490403,del,1,sel,88900.5042278,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,331
89,1,3,0.000211631753619,na,na,0,0.0135923165079,del,1,neu,88900.5042278,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,331
89,1,3,0.000176926849707,0.1,0.001,na,0.0229184424071,ins,1,sel,88900.5042278,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,331
89,1,3,0.000134876686493,na,na,0,0,ins,1,neu,88900.5042278,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,331
151,1,3,0.000303472392704,10.2304575137,0.165960302333,na,0.0166632389647,del,1,sel,88896.9267043,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,368
151,1,3,0.000211583041208,na,na,0,0.0136278730463,del,1,neu,88896.9267043,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,368
151,1,3,0.000184182160625,0.1,0.00105303598453,na,0.00427858389181,ins,1,sel,88896.9267043,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,368
151,1,3,0.000134833121923,na,na,0,0,ins,1,neu,88896.9267043,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,368
475,1,3,0.000334789349208,390.002022725,0.135755730909,na,0.0258009833034,del,1,sel,88884.2244119,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,7
475,1,3,0.000212049396106,na,na,0,0.0136195119295,del,1,neu,88884.2244119,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,7
475,1,3,0.000145756381481,0.100274836468,0.001,na,0.0513500961451,ins,1,sel,88884.2244119,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,7
475,1,3,0.000135133245719,na,na,0,0,ins,1,neu,88884.2244119,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,7
384,1,3,0.000349123660139,583.712580666,0.0606622287566,na,0.0476241851295,del,1,sel,88881.3390223,sel_ins_scale,500,True,indel_continuous_1class,30,NA,25
384,1,3,0.000218358795152,na,na,0,0.044630301287,del,1,neu,88881.3390223,sel_ins_scale,500,True,indel_continuous_1class,30,NA,25
384,1,3,0.000204350334728,5000,0.00512154198646,na,0.0704296618827,ins,1,sel,88881.3390223,sel_ins_scale,500,True,indel_continuous_1class,30,NA,25
384,1,3,0.000145462299704,na,na,0,0.0726750083817,ins,1,neu,88881.3390223,sel_ins_scale,500,True,indel_continuous_1class,30,NA,25
10,1,3,0.00028746761581,89.3888952336,0.118443972312,na,0.00346944563811,del,1,sel,88880.0830352,sel_ins_e|sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,209
10,1,3,0.000211329384694,na,na,0,0.0135303310204,del,1,neu,88880.0830352,sel_ins_e|sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,209
10,1,3,0.000148848010273,0.1,0.001,na,0,ins,1,sel,88880.0830352,sel_ins_e|sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,209
10,1,3,0.000134705577163,na,na,0,0,ins,1,neu,88880.0830352,sel_ins_e|sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,209
286,1,3,0.000334547395001,154.933405349,0.140192594178,na,0.0136236919865,del,1,sel,88873.8254711,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,402
286,1,3,0.000212162648704,na,na,0,0.0136739251168,del,1,neu,88873.8254711,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,402
286,1,3,0.000181000570266,0.551641459159,1.1133279685,na,0.0192747407149,ins,1,sel,88873.8254711,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,402
286,1,3,0.000135185708487,na,na,0,0,ins,1,neu,88873.8254711,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,402
345,1,3,0.000252074772955,130.280010885,0.0284868137992,na,0.00377628347423,del,1,sel,88868.0816849,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,29
345,1,3,0.000212413978254,na,na,0,0.0136950194866,del,1,neu,88868.0816849,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,29
345,1,3,0.000188849598745,0.13434621305,0.001,na,0.0311665727598,ins,1,sel,88868.0816849,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,29
345,1,3,0.00013533882948,na,na,0,0,ins,1,neu,88868.0816849,sel_ins_shape|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,29
69,1,3,0.000366472258712,65.4276409637,0.192453197769,na,0.0225550231691,del,1,sel,88855.4804524,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,322
69,1,3,0.000223969684743,495.764744036,0.0784254092684,na,0.0152436638162,ins,1,sel,88855.4804524,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,322
69,1,3,0.000211570892571,na,na,0,0.0136097138667,del,1,neu,88855.4804524,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,322
69,1,3,0.000134832132183,na,na,0,0,ins,1,neu,88855.4804524,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,322
385,1,3,0.000254354880009,9.33523901739,0.139015761926,na,0.00625669909387,del,1,sel,88841.6901526,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,127
385,1,3,0.000211928653086,na,na,0,0.0136333242649,del,1,neu,88841.6901526,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,127
385,1,3,0.000179811403478,174.892969298,0.0142706996473,na,0.00362663828136,ins,1,sel,88841.6901526,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,127
385,1,3,0.000135051568907,na,na,0,0,ins,1,neu,88841.6901526,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,127
244,1,3,0.000411107634301,177.621831376,0.194612640106,na,0.0307644757011,del,1,sel,88830.2126657,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,253
244,1,3,0.000236346155487,118.277827046,0.118395078319,na,0.0412535855598,ins,1,sel,88830.2126657,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,253
244,1,3,0.000212467061968,na,na,0,0.0134984316201,del,1,neu,88830.2126657,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,253
244,1,3,0.000135442105002,na,na,0,0,ins,1,neu,88830.2126657,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,253
253,1,3,0.000261233635166,5000,0.00391002677368,na,0.0211116434857,del,1,sel,88829.3349618,sel_del_scale,500,True,indel_continuous_1class,30,NA,101
253,1,3,0.000211526473191,na,na,0,0.0150264815478,del,1,neu,88829.3349618,sel_del_scale,500,True,indel_continuous_1class,30,NA,101
253,1,3,0.000173997869659,0.449616726502,0.00100327521369,na,0.00114347909555,ins,1,sel,88829.3349618,sel_del_scale,500,True,indel_continuous_1class,30,NA,101
253,1,3,0.000134993298966,na,na,0,0.00306856706173,ins,1,neu,88829.3349618,sel_del_scale,500,True,indel_continuous_1class,30,NA,101
490,1,3,0.000283144555605,716.073347429,0.00646891157957,na,0.0424381636145,del,1,sel,88806.6934939,sel_ins_shape,500,True,indel_continuous_1class,30,NA,300
490,1,3,0.000216824493853,na,na,0,0.0377630218725,del,1,neu,88806.6934939,sel_ins_shape,500,True,indel_continuous_1class,30,NA,300
490,1,3,0.00018433436498,0.483469215041,0.001,na,0.0566716882404,ins,1,sel,88806.6934939,sel_ins_shape,500,True,indel_continuous_1class,30,NA,300
490,1,3,0.000143008013673,na,na,0,0.0569675142703,ins,1,neu,88806.6934939,sel_ins_shape,500,True,indel_continuous_1class,30,NA,300
187,1,3,0.000419339688341,171.540880381,0.221367379249,na,0.040978521723,del,1,sel,88791.1126944,,500,True,indel_continuous_1class,30,NA,299
187,1,3,0.000215418022012,na,na,0,0.0289349320522,del,1,neu,88791.1126944,,500,True,indel_continuous_1class,30,NA,299
187,1,3,0.000195855913554,2.05949642682,0.474035549353,na,0.0639993100037,ins,1,sel,88791.1126944,,500,True,indel_continuous_1class,30,NA,299
187,1,3,0.000140405074739,na,na,0,0.0369074547852,ins,1,neu,88791.1126944,,500,True,indel_continuous_1class,30,NA,299
443,1,3,0.000362965627286,114.686423613,0.174480411774,na,0.0110528761087,del,1,sel,88785.3150778,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,332
443,1,3,0.000212148365987,na,na,0,0.0134238112925,del,1,neu,88785.3150778,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,332
443,1,3,0.000187313056193,101.822698979,0.0486062100166,na,0.0157973201077,ins,1,sel,88785.3150778,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,332
443,1,3,0.000135265040825,na,na,0,0,ins,1,neu,88785.3150778,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,332
166,1,3,0.000319544673939,77.4032222927,0.140452221487,na,0.0343640147015,del,1,sel,88776.6039856,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,224
166,1,3,0.000211983892591,na,na,0,0.0134909097962,del,1,neu,88776.6039856,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,224
166,1,3,0.000186847991216,105.394743448,0.0543575782543,na,0.00411624471915,ins,1,sel,88776.6039856,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,224
166,1,3,0.000135136742155,na,na,0,0,ins,1,neu,88776.6039856,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,224
421,1,3,0.000314624292809,141.59514712,0.143108138445,na,0.0016215699454,del,1,sel,88769.0996877,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
421,1,3,0.000214310396623,113.520702414,0.0397991657396,na,0.0445710420048,ins,1,sel,88769.0996877,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
421,1,3,0.000212788252748,na,na,0,0.0134735642219,del,1,neu,88769.0996877,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
421,1,3,0.00013565562812,na,na,0,0,ins,1,neu,88769.0996877,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,30
354,1,3,0.000302224488831,131.849922722,0.0364893255014,na,0.0277496477581,del,1,sel,88751.9475618,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,206
354,1,3,0.000212378216076,na,na,0,0.0134579325679,del,1,neu,88751.9475618,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,206
354,1,3,0.000168709670623,0.1,0.00100573563726,na,0.00616563043122,ins,1,sel,88751.9475618,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,206
354,1,3,0.000135399915348,na,na,0,0,ins,1,neu,88751.9475618,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,206
419,1,3,0.000308874118199,0.10136477519,0.001,na,0.0294772822323,del,1,sel,88737.3356242,sel_del_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,112
419,1,3,0.000231617873655,0.1,0.00100272251984,na,0.0236225240402,ins,1,sel,88737.3356242,sel_del_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,112
419,1,3,0.000213593555631,na,na,0,0.0279907912698,del,1,neu,88737.3356242,sel_del_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,112
419,1,3,0.00013900244726,na,na,0,0.0345873186873,ins,1,neu,88737.3356242,sel_del_shape|sel_ins_scale,500,True,indel_continuous_1class,30,NA,112
392,1,3,0.00038499203733,66.1227968454,0.195145344516,na,0.0426631609237,del,1,sel,88736.8442371,sel_ins_e,500,True,indel_continuous_1class,30,NA,323
392,1,3,0.000244644111639,187.82856532,0.150719814872,na,0,ins,1,sel,88736.8442371,sel_ins_e,500,True,indel_continuous_1class,30,NA,323
392,1,3,0.000213565258335,na,na,0,0.021416934314,del,1,neu,88736.8442371,sel_ins_e,500,True,indel_continuous_1class,30,NA,323
392,1,3,0.000137662591776,na,na,0,0.0189403564992,ins,1,neu,88736.8442371,sel_ins_e,500,True,indel_continuous_1class,30,NA,323
157,1,3,0.000332460573485,130.606619856,0.156640625923,na,0.0164285522925,del,1,sel,88676.8729231,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,174
157,1,3,0.000232853407688,107.579451891,0.109811579578,na,0.0237589837874,ins,1,sel,88676.8729231,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,174
157,1,3,0.000212042692109,na,na,0,0.0135853932412,del,1,neu,88676.8729231,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,174
157,1,3,0.000135140740934,na,na,0,0,ins,1,neu,88676.8729231,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,174
486,1,3,0.000286591997595,83.8705055602,0.0566946182765,na,0.0424766391361,del,1,sel,88675.8252744,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,301
486,1,3,0.000247086314191,148.371855457,0.146587334852,na,0.0181609929802,ins,1,sel,88675.8252744,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,301
486,1,3,0.000212368112327,na,na,0,0.0135186427501,del,1,neu,88675.8252744,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,301
486,1,3,0.000135371630572,na,na,0,0,ins,1,neu,88675.8252744,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,301
182,1,3,0.000348746316441,39.2835684681,0.23853860655,na,0.0244310963071,del,1,sel,88664.0104902,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,372
182,1,3,0.000211560647164,na,na,0,0.0136529678596,del,1,neu,88664.0104902,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,372
182,1,3,0.000198823992484,5000,0.0102887099764,na,0.0480049613511,ins,1,sel,88664.0104902,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,372
182,1,3,0.000134810408603,na,na,0,0,ins,1,neu,88664.0104902,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,372
367,1,3,0.000303821822035,181.578564244,0.072982697701,na,0.0306285096921,del,1,sel,88648.3687912,sel_ins_e,500,True,indel_continuous_1class,30,NA,226
367,1,3,0.000224674953241,198.53306124,0.0677666022976,na,0,ins,1,sel,88648.3687912,sel_ins_e,500,True,indel_continuous_1class,30,NA,226
367,1,3,0.00021420193725,na,na,0,0.0203232296091,del,1,neu,88648.3687912,sel_ins_e,500,True,indel_continuous_1class,30,NA,226
367,1,3,0.000137774538694,na,na,0,0.0159752699948,ins,1,neu,88648.3687912,sel_ins_e,500,True,indel_continuous_1class,30,NA,226
52,1,3,0.000345103745456,73.7230489785,0.144198447285,na,0.0457224855976,del,1,sel,88647.9945689,,500,True,indel_continuous_1class,30,NA,131
52,1,3,0.000218922337598,na,na,0,0.0451783585809,del,1,neu,88647.9945689,,500,True,indel_continuous_1class,30,NA,131
52,1,3,0.000215811712579,680.897675167,0.0233789380234,na,0.0711072615678,ins,1,sel,88647.9945689,,500,True,indel_continuous_1class,30,NA,131
52,1,3,0.000146013858717,na,na,0,0.0741429293777,ins,1,neu,88647.9945689,,500,True,indel_continuous_1class,30,NA,131
210,1,3,0.000285944913496,7.20259550178,0.237279151982,na,0.0456960199478,del,1,sel,88640.9183115,,500,True,indel_continuous_1class,30,NA,390
210,1,3,0.000218534599381,na,na,0,0.0457162017331,del,1,neu,88640.9183115,,500,True,indel_continuous_1class,30,NA,390
210,1,3,0.000189615064871,0.10444988589,0.237584032469,na,0.0703560669956,ins,1,sel,88640.9183115,,500,True,indel_continuous_1class,30,NA,390
210,1,3,0.00014576808421,na,na,0,0.0749855390837,ins,1,neu,88640.9183115,,500,True,indel_continuous_1class,30,NA,390
112,1,3,0.000378487940635,314.191353017,0.06660803558,na,0.0169764590828,del,1,sel,88629.1879063,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,475
112,1,3,0.000273145875698,0.1,0.001,na,0.0207105286032,ins,1,sel,88629.1879063,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,475
112,1,3,0.000211331842567,na,na,0,0.013900879634,del,1,neu,88629.1879063,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,475
112,1,3,0.000134576863091,na,na,0,0,ins,1,neu,88629.1879063,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,475
197,1,3,0.000295206057253,106.292348602,0.187457240053,na,0.0158953979891,del,1,sel,88610.6685831,,500,True,indel_continuous_1class,30,NA,28
197,1,3,0.000212265357927,na,na,0,0.0136100270397,del,1,neu,88610.6685831,,500,True,indel_continuous_1class,30,NA,28
197,1,3,0.000167723790378,129.528041893,0.0253953207149,na,0.0357309753758,ins,1,sel,88610.6685831,,500,True,indel_continuous_1class,30,NA,28
197,1,3,0.000135274136059,na,na,0,2.22044604925e-18,ins,1,neu,88610.6685831,,500,True,indel_continuous_1class,30,NA,28
456,1,3,0.000314283517412,111.422387547,0.0808612175599,na,0.0474705017603,del,1,sel,88583.5208242,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,407
456,1,3,0.000211572478664,na,na,0,0.0137384338797,del,1,neu,88583.5208242,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,407
456,1,3,0.00018884579059,5000,0.0123384951463,na,0.0148371997704,ins,1,sel,88583.5208242,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,407
456,1,3,0.000134786896721,na,na,0,0,ins,1,neu,88583.5208242,neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,NA,407
19,1,3,0.000306876296807,14.0813037927,0.246042255844,na,0.0326554724263,del,1,sel,88566.132291,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,310
19,1,3,0.000239208530441,420.535602184,0.106159881799,na,0.0208614083998,ins,1,sel,88566.132291,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,310
19,1,3,0.000211768526601,na,na,0,0.0135992303132,del,1,neu,88566.132291,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,310
19,1,3,0.000134961691055,na,na,0,0,ins,1,neu,88566.132291,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,310
274,1,3,0.000255727081574,156.901224752,0.0522724107153,na,0.017906576465,del,1,sel,88532.1688315,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
274,1,3,0.000224727590502,236.617337962,0.0748652359297,na,0.0308685549783,ins,1,sel,88532.1688315,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
274,1,3,0.00021315938344,na,na,0,0.0136693929804,del,1,neu,88532.1688315,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
274,1,3,0.000135822383963,na,na,0,0,ins,1,neu,88532.1688315,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
450,1,3,0.000312695466713,108.88860939,0.134151956791,na,0.0147400100675,del,1,sel,88528.5476327,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,298
450,1,3,0.000235282418701,474.774309579,0.0639002026479,na,0.0162268614668,ins,1,sel,88528.5476327,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,298
450,1,3,0.000211794977282,na,na,0,0.0137350811015,del,1,neu,88528.5476327,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,298
450,1,3,0.00013492915795,na,na,0,0,ins,1,neu,88528.5476327,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,298
335,1,3,0.000343523547621,86.3328218955,0.159828340657,na,0.0394497685177,del,1,sel,88487.0068227,sel_ins_e,500,True,indel_continuous_1class,30,NA,83
335,1,3,0.000213384804694,5.5532681246,0.465870973378,na,0,ins,1,sel,88487.0068227,sel_ins_e,500,True,indel_continuous_1class,30,NA,83
335,1,3,0.000212397531863,na,na,0,0.0156288878274,del,1,neu,88487.0068227,sel_ins_e,500,True,indel_continuous_1class,30,NA,83
335,1,3,0.000135792860509,na,na,0,0.0050822458312,ins,1,neu,88487.0068227,sel_ins_e,500,True,indel_continuous_1class,30,NA,83
431,1,3,0.000369623833695,123.896412254,0.161302924268,na,0.0194287079893,del,1,sel,88475.8143041,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,89
431,1,3,0.000252844230589,111.715488444,0.144510248751,na,0.0234062846792,ins,1,sel,88475.8143041,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,89
431,1,3,0.000211921285077,na,na,0,0.0135844507988,del,1,neu,88475.8143041,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,89
431,1,3,0.000135063708692,na,na,0,0,ins,1,neu,88475.8143041,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,89
265,1,3,0.000317610482417,139.658771706,0.111938308732,na,0.017943785354,del,1,sel,88474.927933,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,469
265,1,3,0.000212410421985,na,na,0,0.0135786589116,del,1,neu,88474.927933,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,469
