run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,window
173,1,3,0.000267132779936,na,na,0,0.0438062753977,del,1,neu,86126.2615836,r_19|sel_del_scale,500,True,indel_continuous_1class_equal_t,28,424
173,1,3,0.000267132779936,0.1,7.91380201799,na,0.0451750923301,del,1,sel,86126.2615836,r_19|sel_del_scale,500,True,indel_continuous_1class_equal_t,28,424
173,1,3,0.00017557160496,na,na,0,0.0755368244893,ins,1,neu,86126.2615836,r_19|sel_del_scale,500,True,indel_continuous_1class_equal_t,28,424
173,1,3,0.00017557160496,1.23568074422,0.0575914028755,na,0.0643636100122,ins,1,sel,86126.2615836,r_19|sel_del_scale,500,True,indel_continuous_1class_equal_t,28,424
427,1,3,0.000263409306791,na,na,0,0.0444283641634,del,1,neu,86106.5778668,sel_del_shape|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,408
427,1,3,0.000263409306791,0.100364568494,0.001,na,0.055146839804,del,1,sel,86106.5778668,sel_del_shape|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,408
427,1,3,0.000174514691456,na,na,0,0.0774976482899,ins,1,neu,86106.5778668,sel_del_shape|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,408
427,1,3,0.000174514691456,0.1,0.001,na,0.0504056491529,ins,1,sel,86106.5778668,sel_del_shape|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,408
451,1,3,0.000261763838752,na,na,0,0.0439037834024,del,1,neu,86064.6220726,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,277
451,1,3,0.000261763838752,16.5816447432,0.0182390116429,na,0.0627129254212,del,1,sel,86064.6220726,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,277
451,1,3,0.000173180809813,na,na,0,0.0763925147939,ins,1,neu,86064.6220726,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,277
451,1,3,0.000173180809813,0.1,0.001,na,0.0813158159847,ins,1,sel,86064.6220726,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,277
230,1,3,0.000264017601304,na,na,0,0.0438669060941,del,1,neu,86049.1469225,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,375
230,1,3,0.000264017601304,13.9939163688,0.0200679396874,na,0.0475688957922,del,1,sel,86049.1469225,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,375
230,1,3,0.000174336381829,na,na,0,0.0759892364238,ins,1,neu,86049.1469225,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,375
230,1,3,0.000174336381829,0.1,0.001,na,0.0437809736334,ins,1,sel,86049.1469225,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,375
147,1,3,0.000263771827395,na,na,0,0.0434808373278,del,1,neu,86021.8611356,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,5
147,1,3,0.000263771827395,0.886245021183,0.263384267496,na,0.0529973748241,del,1,sel,86021.8611356,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,5
147,1,3,0.000175830320629,na,na,0,0.0766270711236,ins,1,neu,86021.8611356,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,5
147,1,3,0.000175830320629,0.1,0.001,na,0.0755775788283,ins,1,sel,86021.8611356,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,5
392,1,3,0.000263479881477,na,na,0,0.0440258404986,del,1,neu,86014.0068007,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,305
392,1,3,0.000263479881477,3.15703212625,0.173967100043,na,0.0601045193367,del,1,sel,86014.0068007,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,305
392,1,3,0.000177204298712,na,na,0,0.0786375695779,ins,1,neu,86014.0068007,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,305
392,1,3,0.000177204298712,0.1,0.001,na,0.0716303266259,ins,1,sel,86014.0068007,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,305
347,1,3,0.000263289038782,na,na,0,0.0431270941669,del,1,neu,85981.2971449,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,114
347,1,3,0.000263289038782,55.0341481038,0.0440532220939,na,0.0446649810233,del,1,sel,85981.2971449,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,114
347,1,3,0.000174823794405,na,na,0,0.0755625144565,ins,1,neu,85981.2971449,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,114
347,1,3,0.000174823794405,0.1,0.001,na,0.0853331464067,ins,1,sel,85981.2971449,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,114
316,1,3,0.000261857449445,na,na,0,0.0442919622221,del,1,neu,85962.5621188,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,171
316,1,3,0.000261857449445,0.1,0.001,na,0.0476812225858,del,1,sel,85962.5621188,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,171
316,1,3,0.000171952593147,na,na,0,0.0763077653372,ins,1,neu,85962.5621188,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,171
316,1,3,0.000171952593147,0.1,0.001,na,0.0761645618129,ins,1,sel,85962.5621188,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,171
61,1,3,0.000250828638773,na,na,0,0.0129071361141,del,1,neu,85954.2404341,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,28,76
61,1,3,0.000250828638773,232.668345033,0.101481716734,na,0.0368897257771,del,1,sel,85954.2404341,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,28,76
61,1,3,0.0001568585766,na,na,0,0,ins,1,neu,85954.2404341,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,28,76
61,1,3,0.0001568585766,383.074236219,0.0236603151669,na,0.0398081037108,ins,1,sel,85954.2404341,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,28,76
203,1,3,0.000263259437284,na,na,0,0.0447156816612,del,1,neu,85943.8514669,r_19,500,True,indel_continuous_1class_equal_t,28,370
203,1,3,0.000263259437284,0.173662846814,6.35025605744,na,0.0454770917611,del,1,sel,85943.8514669,r_19,500,True,indel_continuous_1class_equal_t,28,370
203,1,3,0.000172301644099,na,na,0,0.0766528256863,ins,1,neu,85943.8514669,r_19,500,True,indel_continuous_1class_equal_t,28,370
203,1,3,0.000172301644099,1.3451125937,0.155248942039,na,0.0521490692077,ins,1,sel,85943.8514669,r_19,500,True,indel_continuous_1class_equal_t,28,370
431,1,3,0.000264402231466,na,na,0,0.0442006560008,del,1,neu,85939.2752186,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,93
431,1,3,0.000264402231466,0.1,3.25946880134,na,0.0529094054251,del,1,sel,85939.2752186,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,93
431,1,3,0.000176705373648,na,na,0,0.0781258478846,ins,1,neu,85939.2752186,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,93
431,1,3,0.000176705373648,0.1,0.001,na,0.0599148479504,ins,1,sel,85939.2752186,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,93
316,1,3,0.000262830285408,na,na,0,0.0438008456586,del,1,neu,85936.7152922,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,218
316,1,3,0.000262830285408,5.96433498927,0.107015837402,na,0.0570330040762,del,1,sel,85936.7152922,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,218
316,1,3,0.000173733001055,na,na,0,0.0761747141824,ins,1,neu,85936.7152922,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,218
316,1,3,0.000173733001055,0.1,0.001,na,0.053093937682,ins,1,sel,85936.7152922,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,218
96,1,3,0.000264694304992,na,na,0,0.0441006745369,del,1,neu,85934.8475172,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,303
96,1,3,0.000264694304992,0.1,1.8214699159,na,0.0559890399753,del,1,sel,85934.8475172,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,303
96,1,3,0.00017385297051,na,na,0,0.0759416580512,ins,1,neu,85934.8475172,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,303
96,1,3,0.00017385297051,0.1,0.001,na,0.0449969306705,ins,1,sel,85934.8475172,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,303
455,1,3,0.0002631120875,na,na,0,0.0432802840538,del,1,neu,85929.3438748,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,308
455,1,3,0.0002631120875,0.1,0.001,na,0.0535438165838,del,1,sel,85929.3438748,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,308
455,1,3,0.000173931232523,na,na,0,0.0753295284062,ins,1,neu,85929.3438748,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,308
455,1,3,0.000173931232523,0.1,0.001,na,0.0605431511084,ins,1,sel,85929.3438748,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,308
347,1,3,0.000261595009469,na,na,0,0.0438062571773,del,1,neu,85907.8229659,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,37
347,1,3,0.000261595009469,0.1,0.001,na,0.049171486057,del,1,sel,85907.8229659,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,37
347,1,3,0.000172887744993,na,na,0,0.0761004507689,ins,1,neu,85907.8229659,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,37
347,1,3,0.000172887744993,0.1,0.001,na,0.0761598607763,ins,1,sel,85907.8229659,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,37
320,1,3,0.000264146609863,na,na,0,0.0438464392933,del,1,neu,85878.5192994,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,248
320,1,3,0.000264146609863,19.5925266024,0.0626140650696,na,0.0561669636946,del,1,sel,85878.5192994,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,248
320,1,3,0.000174164845132,na,na,0,0.0760054039253,ins,1,neu,85878.5192994,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,248
320,1,3,0.000174164845132,0.1,2.59751882707,na,0.0484638989979,ins,1,sel,85878.5192994,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,248
244,1,3,0.000265499952271,na,na,0,0.0437967380816,del,1,neu,85856.2309484,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,320
244,1,3,0.000265499952271,0.1,4.07637833118,na,0.0652854217836,del,1,sel,85856.2309484,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,320
244,1,3,0.000173773349189,na,na,0,0.0750798769877,ins,1,neu,85856.2309484,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,320
244,1,3,0.000173773349189,0.1,3.67128873885,na,0.0689344294948,ins,1,sel,85856.2309484,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,320
407,1,3,0.000264611421084,na,na,0,0.0437869231609,del,1,neu,85851.5309813,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,291
407,1,3,0.000264611421084,0.1,8.09258087276,na,0.0484040476272,del,1,sel,85851.5309813,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,291
407,1,3,0.000174225495954,na,na,0,0.0757481489141,ins,1,neu,85851.5309813,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,291
407,1,3,0.000174225495954,0.1,0.001,na,0.059756774877,ins,1,sel,85851.5309813,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,291
199,1,3,0.00026318441981,na,na,0,0.0428160975408,del,1,neu,85839.3315702,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,331
199,1,3,0.00026318441981,0.1,0.001,na,0.0569392224553,del,1,sel,85839.3315702,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,331
199,1,3,0.000173411516544,na,na,0,0.0736375748785,ins,1,neu,85839.3315702,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,331
199,1,3,0.000173411516544,0.1,0.001,na,0.065867568325,ins,1,sel,85839.3315702,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,331
20,1,3,0.000264208471304,na,na,0,0.0439727372449,del,1,neu,85831.0722608,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,368
20,1,3,0.000264208471304,0.1,0.001,na,0.0525536825768,del,1,sel,85831.0722608,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,368
20,1,3,0.000174465105335,na,na,0,0.0763545458817,ins,1,neu,85831.0722608,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,368
20,1,3,0.000174465105335,0.1,0.001,na,0.0514844336972,ins,1,sel,85831.0722608,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,368
237,1,3,0.00025381905684,na,na,0,0.0131762888624,del,1,neu,85827.5122661,sel_del_scale,500,True,indel_continuous_1class_equal_t,28,7
237,1,3,0.00025381905684,5000,0.0137306044273,na,0.0282720328733,del,1,sel,85827.5122661,sel_del_scale,500,True,indel_continuous_1class_equal_t,28,7
237,1,3,0.000158373934179,na,na,0,2.22044604925e-18,ins,1,neu,85827.5122661,sel_del_scale,500,True,indel_continuous_1class_equal_t,28,7
237,1,3,0.000158373934179,263.935888518,0.021216367249,na,0.0556421009917,ins,1,sel,85827.5122661,sel_del_scale,500,True,indel_continuous_1class_equal_t,28,7
94,1,3,0.000252933346865,na,na,0,0.0132427661028,del,1,neu,85823.2528802,,500,True,indel_continuous_1class_equal_t,28,209
94,1,3,0.000252933346865,13.1853569889,0.15497098094,na,0.00370412304782,del,1,sel,85823.2528802,,500,True,indel_continuous_1class_equal_t,28,209
94,1,3,0.000157679101478,na,na,0,2.22044604925e-18,ins,1,neu,85823.2528802,,500,True,indel_continuous_1class_equal_t,28,209
94,1,3,0.000157679101478,225.369158662,0.0129241717109,na,0.00121529766396,ins,1,sel,85823.2528802,,500,True,indel_continuous_1class_equal_t,28,209
267,1,3,0.000264460294147,na,na,0,0.0449150715196,del,1,neu,85817.1799345,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,25
267,1,3,0.000264460294147,0.102208242247,0.152089521266,na,0.0484821675578,del,1,sel,85817.1799345,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,25
267,1,3,0.000174724670566,na,na,0,0.0781443391815,ins,1,neu,85817.1799345,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,25
267,1,3,0.000174724670566,0.1,0.001,na,0.0628539349509,ins,1,sel,85817.1799345,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,25
399,1,3,0.000263739743441,na,na,0,0.044336802756,del,1,neu,85814.7560927,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,402
399,1,3,0.000263739743441,7.35212317082,0.17328770714,na,0.0385681880075,del,1,sel,85814.7560927,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,402
399,1,3,0.00017389120283,na,na,0,0.0768310426481,ins,1,neu,85814.7560927,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,402
399,1,3,0.00017389120283,0.1,0.001,na,0.0646162379714,ins,1,sel,85814.7560927,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,402
265,1,3,0.000261340880376,na,na,0,0.0436549780107,del,1,neu,85804.1456068,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,29
265,1,3,0.000261340880376,169.488193942,0.0157622517096,na,0.0482634415072,del,1,sel,85804.1456068,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,29
265,1,3,0.000175311499685,na,na,0,0.0775679759345,ins,1,neu,85804.1456068,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,29
265,1,3,0.000175311499685,0.1,0.001,na,0.0780972685668,ins,1,sel,85804.1456068,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,29
43,1,3,0.000265661310342,na,na,0,0.0442393187552,del,1,neu,85790.9758479,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,322
43,1,3,0.000265661310342,0.1,5.35783104785,na,0.0408268039545,del,1,sel,85790.9758479,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,322
43,1,3,0.000174278439086,na,na,0,0.0761235314804,ins,1,neu,85790.9758479,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,322
43,1,3,0.000174278439086,0.1,2.07059149294,na,0.0605865422811,ins,1,sel,85790.9758479,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,322
4,1,3,0.000261285322827,na,na,0,0.043842913086,del,1,neu,85784.0653028,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,127
4,1,3,0.000261285322827,13.3256718977,0.0872463327921,na,0.0426921924368,del,1,sel,85784.0653028,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,127
4,1,3,0.000173160120671,na,na,0,0.0765281206618,ins,1,neu,85784.0653028,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,127
4,1,3,0.000173160120671,0.1,0.001,na,0.0544283402483,ins,1,sel,85784.0653028,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,127
487,1,3,0.00026082495643,na,na,0,0.0445030192337,del,1,neu,85772.1221668,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,101
487,1,3,0.00026082495643,0.1,1.21991115434,na,0.0572997588995,del,1,sel,85772.1221668,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,101
487,1,3,0.00017281913172,na,na,0,0.0776966861222,ins,1,neu,85772.1221668,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,101
487,1,3,0.00017281913172,0.1,0.001,na,0.0531059956863,ins,1,sel,85772.1221668,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,101
249,1,3,0.000266747669677,na,na,0,0.0437403878064,del,1,neu,85763.4103853,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,253
249,1,3,0.000266747669677,0.1,7.63414006967,na,0.0539093572161,del,1,sel,85763.4103853,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,253
249,1,3,0.000176122840131,na,na,0,0.075956785628,ins,1,neu,85763.4103853,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,253
249,1,3,0.000176122840131,0.1,0.001,na,0.0760472840666,ins,1,sel,85763.4103853,r_19|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,253
41,1,3,0.000263099528133,na,na,0,0.0448123338445,del,1,neu,85745.7403631,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,300
41,1,3,0.000263099528133,0.1,0.001,na,0.0518264823159,del,1,sel,85745.7403631,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,300
41,1,3,0.000173336478786,na,na,0,0.0776185330892,ins,1,neu,85745.7403631,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,300
41,1,3,0.000173336478786,0.1,0.001,na,0.0719598362756,ins,1,sel,85745.7403631,r_19|sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,300
117,1,3,0.000265602858508,na,na,0,0.0441157449831,del,1,neu,85726.8408104,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,299
117,1,3,0.000265602858508,1.22738284213,1.02838096461,na,0.0516452984515,del,1,sel,85726.8408104,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,299
117,1,3,0.000175061488497,na,na,0,0.0764911719575,ins,1,neu,85726.8408104,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,299
117,1,3,0.000175061488497,0.1,0.253803608827,na,0.0792908163352,ins,1,sel,85726.8408104,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,299
483,1,3,0.000264853960648,na,na,0,0.0436080612029,del,1,neu,85724.7419067,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,332
483,1,3,0.000264853960648,1.17252757425,0.660468706676,na,0.0388780990896,del,1,sel,85724.7419067,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,332
483,1,3,0.000173710597098,na,na,0,0.0749688678402,ins,1,neu,85724.7419067,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,332
483,1,3,0.000173710597098,0.1,0.001,na,0.0612551376942,ins,1,sel,85724.7419067,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,332
125,1,3,0.000263698002399,na,na,0,0.0436818851009,del,1,neu,85718.4920337,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,224
125,1,3,0.000263698002399,2.0762693624,0.367908282693,na,0.061161203786,del,1,sel,85718.4920337,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,224
125,1,3,0.00017302379834,na,na,0,0.0751190599454,ins,1,neu,85718.4920337,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,224
125,1,3,0.00017302379834,0.1,0.001,na,0.0549117263641,ins,1,sel,85718.4920337,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,224
109,1,3,0.000263658275083,na,na,0,0.0431160437971,del,1,neu,85701.9674355,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,30
109,1,3,0.000263658275083,37.8586761874,0.0818438158876,na,0.0429193193408,del,1,sel,85701.9674355,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,30
109,1,3,0.000176895221237,na,na,0,0.0766344569633,ins,1,neu,85701.9674355,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,30
109,1,3,0.000176895221237,0.1,0.001,na,0.0719779565344,ins,1,sel,85701.9674355,r_19|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,30
197,1,3,0.000264796962663,na,na,0,0.0433140854295,del,1,neu,85690.6740122,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,206
197,1,3,0.000264796962663,0.1,0.001,na,0.0559770617783,del,1,sel,85690.6740122,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,206
197,1,3,0.000172979077752,na,na,0,0.0738272171407,ins,1,neu,85690.6740122,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,206
197,1,3,0.000172979077752,0.1,0.001,na,0.0735794867206,ins,1,sel,85690.6740122,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,206
305,1,3,0.000267361091939,na,na,0,0.0442595561601,del,1,neu,85669.6317035,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,323
305,1,3,0.000267361091939,0.1,3.64401063624,na,0.0559668024671,del,1,sel,85669.6317035,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,323
305,1,3,0.000174569651319,na,na,0,0.0755578170035,ins,1,neu,85669.6317035,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,323
305,1,3,0.000174569651319,0.1,4.99317387791,na,0.0338997896599,ins,1,sel,85669.6317035,r_19|sel_del_scale|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,323
143,1,3,0.000264820352568,na,na,0,0.043572505046,del,1,neu,85624.0787892,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,112
143,1,3,0.000264820352568,0.1,0.001,na,0.0558317855597,del,1,sel,85624.0787892,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,112
143,1,3,0.000176877994994,na,na,0,0.0769084829246,ins,1,neu,85624.0787892,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,112
143,1,3,0.000176877994994,0.1,0.001,na,0.0524435009902,ins,1,sel,85624.0787892,sel_del_shape|sel_del_scale|sel_ins_shape|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,112
296,1,3,0.000264151070397,na,na,0,0.0434219969373,del,1,neu,85614.5604268,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,301
296,1,3,0.000264151070397,6.89954805212,0.0237188831239,na,0.0602718101153,del,1,sel,85614.5604268,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,301
296,1,3,0.000174713716039,na,na,0,0.075476122383,ins,1,neu,85614.5604268,r_19|sel_ins_scale,500,True,indel_continuous_1class_equal_t,28,301
