run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,window
291,1,3,0.00026066543524,na,na,0,0.0445260299362,del,1,neu,85285.2963827,,500,True,indel_discrete_1class,28,12
291,1,3,0.00019966722814,na,na,0.198685430589,0.0685014841961,ins,1,sel,85285.2963827,,500,True,indel_discrete_1class,28,12
291,1,3,0.000252742712773,na,na,-0.201811455208,0.0458113147203,del,1,sel,85285.2963827,,500,True,indel_discrete_1class,28,12
465,1,3,0.000160004899629,na,na,0,0,ins,1,neu,85137.0321784,neu_ins_e_1,500,True,indel_discrete_1class,28,130
465,1,3,0.000255782281569,na,na,0,0.0130037064879,del,1,neu,85137.0321784,neu_ins_e_1,500,True,indel_discrete_1class,28,130
465,1,3,0.000183148544894,na,na,-1.1813404346,0.0205937771797,ins,1,sel,85137.0321784,neu_ins_e_1,500,True,indel_discrete_1class,28,130
465,1,3,0.000260226438504,na,na,-1.11171715322,0.0380571129241,del,1,sel,85137.0321784,neu_ins_e_1,500,True,indel_discrete_1class,28,130
375,1,3,0.000161282095359,na,na,0,0.0160886399985,ins,1,neu,85591.0190247,,500,True,indel_discrete_1class,28,131
375,1,3,0.000255218744824,na,na,0,0.0192929541699,del,1,neu,85591.0190247,,500,True,indel_discrete_1class,28,131
375,1,3,0.000197863407918,na,na,-0.40121877437,0.041942975915,ins,1,sel,85591.0190247,,500,True,indel_discrete_1class,28,131
375,1,3,0.000282759476598,na,na,-1.02809531709,0.0237151760049,del,1,sel,85591.0190247,,500,True,indel_discrete_1class,28,131
167,1,3,0.000158694341302,na,na,0,0.00177498068829,ins,1,neu,86610.7029744,,500,True,indel_discrete_1class,28,13
167,1,3,0.000253347434112,na,na,0,0.0136080089459,del,1,neu,86610.7029744,,500,True,indel_discrete_1class,28,13
167,1,3,0.00018403098355,na,na,-0.201068888095,0.0351534566475,ins,1,sel,86610.7029744,,500,True,indel_discrete_1class,28,13
167,1,3,0.000255873361698,na,na,-0.620948032092,0.0209301630166,del,1,sel,86610.7029744,,500,True,indel_discrete_1class,28,13
288,1,3,0.000159814797279,na,na,0,0,ins,1,neu,85333.0664474,neu_ins_e_1,500,True,indel_discrete_1class,28,147
288,1,3,0.000255333886164,na,na,0,0.0127884980176,del,1,neu,85333.0664474,neu_ins_e_1,500,True,indel_discrete_1class,28,147
288,1,3,0.000175016444699,na,na,0.567625455142,0.0429048202956,ins,1,sel,85333.0664474,neu_ins_e_1,500,True,indel_discrete_1class,28,147
288,1,3,0.00029001110761,na,na,-1.21208910432,0.0202048930864,del,1,sel,85333.0664474,neu_ins_e_1,500,True,indel_discrete_1class,28,147
12,1,3,0.000157925941697,na,na,0,0,ins,1,neu,87556.4519631,neu_ins_e_1,500,True,indel_discrete_1class,28,148
12,1,3,0.00025251999991,na,na,0,0.0130976985876,del,1,neu,87556.4519631,neu_ins_e_1,500,True,indel_discrete_1class,28,148
12,1,3,0.000183628483131,na,na,0.485539672574,0.0311478803814,ins,1,sel,87556.4519631,neu_ins_e_1,500,True,indel_discrete_1class,28,148
12,1,3,0.000301737751793,na,na,-0.829390192252,0.00838039607673,del,1,sel,87556.4519631,neu_ins_e_1,500,True,indel_discrete_1class,28,148
412,1,3,0.000172016755062,na,na,0,0.0758614053764,ins,1,neu,84959.2658672,,500,True,indel_discrete_1class,28,149
412,1,3,0.000262070714595,na,na,0,0.0440806745683,del,1,neu,84959.2658672,,500,True,indel_discrete_1class,28,149
412,1,3,0.000184068667893,na,na,-0.889924701399,0.0634532571396,ins,1,sel,84959.2658672,,500,True,indel_discrete_1class,28,149
412,1,3,0.000276310401317,na,na,-0.464681880784,0.0646141581431,del,1,sel,84959.2658672,,500,True,indel_discrete_1class,28,149
152,1,3,0.000171344520792,na,na,0,0.0730724292178,ins,1,neu,83861.7091827,,500,True,indel_discrete_1class,28,14
152,1,3,0.000261615904359,na,na,0,0.0430159869738,del,1,neu,83861.7091827,,500,True,indel_discrete_1class,28,14
152,1,3,0.000161939159453,na,na,0.408182788181,0.0620377733086,ins,1,sel,83861.7091827,,500,True,indel_discrete_1class,28,14
152,1,3,0.000243224503644,na,na,-0.388359904845,0.0596983969477,del,1,sel,83861.7091827,,500,True,indel_discrete_1class,28,14
87,1,3,0.00015873689081,na,na,0,0.00142532263614,ins,1,neu,86271.8716957,,500,True,indel_discrete_1class,28,150
87,1,3,0.000253489036724,na,na,0,0.0135003122713,del,1,neu,86271.8716957,,500,True,indel_discrete_1class,28,150
87,1,3,0.000207223033069,na,na,-1.16358188446,0.0101718204591,ins,1,sel,86271.8716957,,500,True,indel_discrete_1class,28,150
87,1,3,0.0002984674363,na,na,-0.70648902003,0.035010963292,del,1,sel,86271.8716957,,500,True,indel_discrete_1class,28,150
65,1,3,0.000158508073636,na,na,0,0.00281505075249,ins,1,neu,86403.9273041,,500,True,indel_discrete_1class,28,151
65,1,3,0.000252961729681,na,na,0,0.014129725508,del,1,neu,86403.9273041,,500,True,indel_discrete_1class,28,151
65,1,3,0.000198730645128,na,na,0.0086032601752,0.0131499540094,ins,1,sel,86403.9273041,,500,True,indel_discrete_1class,28,151
65,1,3,0.000289917330045,na,na,-0.60285242394,0.013153866917,del,1,sel,86403.9273041,,500,True,indel_discrete_1class,28,151
304,1,3,0.000159140535053,na,na,0,0,ins,1,neu,86263.7411547,neu_ins_e_1,500,True,indel_discrete_1class,28,152
304,1,3,0.000254257468943,na,na,0,0.012791841201,del,1,neu,86263.7411547,neu_ins_e_1,500,True,indel_discrete_1class,28,152
304,1,3,0.000201296738915,na,na,-0.11714120759,0.03263767464,ins,1,sel,86263.7411547,neu_ins_e_1,500,True,indel_discrete_1class,28,152
304,1,3,0.000281660204704,na,na,-0.81476803823,0.0152789638091,del,1,sel,86263.7411547,neu_ins_e_1,500,True,indel_discrete_1class,28,152
469,1,3,0.000162683735926,na,na,0,0.0243821462197,ins,1,neu,83470.93302,,500,True,indel_discrete_1class,28,153
469,1,3,0.000256185202244,na,na,0,0.0227431233109,del,1,neu,83470.93302,,500,True,indel_discrete_1class,28,153
469,1,3,0.00016438801603,na,na,0.20327702291,0.054553123241,ins,1,sel,83470.93302,,500,True,indel_discrete_1class,28,153
469,1,3,0.000233612030817,na,na,-0.750113548237,6.081903369e-06,del,1,sel,83470.93302,,500,True,indel_discrete_1class,28,153
64,1,3,0.000172347232075,na,na,0,0.0757024050604,ins,1,neu,82049.7128699,,500,True,indel_discrete_1class,28,154
64,1,3,0.000262593082504,na,na,0,0.0440058278736,del,1,neu,82049.7128699,,500,True,indel_discrete_1class,28,154
64,1,3,0.000159795611986,na,na,0.0943111266728,0.06072675832,ins,1,sel,82049.7128699,,500,True,indel_discrete_1class,28,154
64,1,3,0.000229797309908,na,na,-0.401425687375,0.0379999921271,del,1,sel,82049.7128699,,500,True,indel_discrete_1class,28,154
186,1,3,0.000163688400586,na,na,0,0.0311820970503,ins,1,neu,83336.5375612,,500,True,indel_discrete_1class,28,155
186,1,3,0.000256539015481,na,na,0,0.0253047628143,del,1,neu,83336.5375612,,500,True,indel_discrete_1class,28,155
186,1,3,0.000162889726507,na,na,-0.211152274515,0.00360942459623,ins,1,sel,83336.5375612,,500,True,indel_discrete_1class,28,155
186,1,3,0.000226426742568,na,na,-0.0723428253576,0.0321765006401,del,1,sel,83336.5375612,,500,True,indel_discrete_1class,28,155
214,1,3,0.000158943237266,na,na,0,0,ins,1,neu,84868.5972151,neu_ins_e_1,500,True,indel_discrete_1class,28,15
214,1,3,0.000254077104466,na,na,0,0.0129932398222,del,1,neu,84868.5972151,neu_ins_e_1,500,True,indel_discrete_1class,28,15
214,1,3,0.000139118986008,na,na,-0.606876163194,0.0482371062071,ins,1,sel,84868.5972151,neu_ins_e_1,500,True,indel_discrete_1class,28,15
214,1,3,0.0002103475852,na,na,-0.893452773425,0.0364783095612,del,1,sel,84868.5972151,neu_ins_e_1,500,True,indel_discrete_1class,28,15
159,1,3,0.000162090956126,na,na,0,0.0225631569014,ins,1,neu,81920.3898631,,500,True,indel_discrete_1class,28,169
159,1,3,0.00025548759102,na,na,0,0.021923378566,del,1,neu,81920.3898631,,500,True,indel_discrete_1class,28,169
159,1,3,0.000145423466871,na,na,-0.319534552755,0.0669388315765,ins,1,sel,81920.3898631,,500,True,indel_discrete_1class,28,169
159,1,3,0.000232976110336,na,na,-1.48635086103,0.0257719792462,del,1,sel,81920.3898631,,500,True,indel_discrete_1class,28,169
254,1,3,0.000165357632237,na,na,0,0.0352127746382,ins,1,neu,84865.171785,,500,True,indel_discrete_1class,28,16
254,1,3,0.000258479997429,na,na,0,0.0269195799116,del,1,neu,84865.171785,,500,True,indel_discrete_1class,28,16
254,1,3,0.000148858357384,na,na,0.544666728168,1.27336674995e-05,ins,1,sel,84865.171785,,500,True,indel_discrete_1class,28,16
254,1,3,0.00023905295867,na,na,-0.248278666958,0.00845388805833,del,1,sel,84865.171785,,500,True,indel_discrete_1class,28,16
438,1,3,0.000172199712699,na,na,0,0.0774865963421,ins,1,neu,85425.1022006,r_19,500,True,indel_discrete_1class,28,170
438,1,3,0.000262208437059,na,na,0,0.0449642210589,del,1,neu,85425.1022006,r_19,500,True,indel_discrete_1class,28,170
438,1,3,0.000190153764625,na,na,1.23598071341,0.0900699058277,ins,1,sel,85425.1022006,r_19,500,True,indel_discrete_1class,28,170
438,1,3,0.000260426770238,na,na,1.14527375105,0.0554432528396,del,1,sel,85425.1022006,r_19,500,True,indel_discrete_1class,28,170
70,1,3,0.000170716110184,na,na,0,0.0767816724415,ins,1,neu,85971.1272964,r_19,500,True,indel_discrete_1class,28,171
70,1,3,0.000259986285741,na,na,0,0.0445477804822,del,1,neu,85971.1272964,r_19,500,True,indel_discrete_1class,28,171
70,1,3,0.000181517834543,na,na,0.256896200415,0.0692150645165,ins,1,sel,85971.1272964,r_19,500,True,indel_discrete_1class,28,171
70,1,3,0.00027301444979,na,na,0.483274846406,0.0471160908744,del,1,sel,85971.1272964,r_19,500,True,indel_discrete_1class,28,171
451,1,3,0.00016292412487,na,na,0,0.0234289606338,ins,1,neu,83239.8578523,,500,True,indel_discrete_1class,28,172
451,1,3,0.000256552503521,na,na,0,0.0221148558487,del,1,neu,83239.8578523,,500,True,indel_discrete_1class,28,172
451,1,3,0.000163918788495,na,na,0.251271984339,0.0526974331198,ins,1,sel,83239.8578523,,500,True,indel_discrete_1class,28,172
451,1,3,0.000225676877118,na,na,-1.15047503516,0.00607268518292,del,1,sel,83239.8578523,,500,True,indel_discrete_1class,28,172
475,1,3,0.000172096337328,na,na,0,0.0753332206778,ins,1,neu,84974.7542712,r_19,500,True,indel_discrete_1class,28,173
475,1,3,0.000262245921813,na,na,0,0.0438093690939,del,1,neu,84974.7542712,r_19,500,True,indel_discrete_1class,28,173
475,1,3,0.000190159207816,na,na,0.499849149826,0.0871726223408,ins,1,sel,84974.7542712,r_19,500,True,indel_discrete_1class,28,173
475,1,3,0.000264264946891,na,na,-0.384174419992,0.060197619512,del,1,sel,84974.7542712,r_19,500,True,indel_discrete_1class,28,173
319,1,3,0.000161720559775,na,na,0,0.0151994610766,ins,1,neu,85618.3341181,,500,True,indel_discrete_1class,28,174
319,1,3,0.000256018748316,na,na,0,0.0188920580653,del,1,neu,85618.3341181,,500,True,indel_discrete_1class,28,174
319,1,3,0.000199477654513,na,na,-0.700138234894,0.0388558967783,ins,1,sel,85618.3341181,,500,True,indel_discrete_1class,28,174
